id,X,Y,Z,o_X,o_Y,o_Z,skyangle,skytexture,source_node,dest_node,type,neigh_id,interp_id,
32,2.65,-3.2071428571428573,0.064,1.5707963267948966,0.0,0.0,50.64397736812523,cumulus_10.exr_preview.png,4,43,interp,0,4,
33,2.65,-3.2214285714285715,0.064,1.5707963267948966,0.0,0.0,272.3607116587536,cirrus_10.exr_preview.png,4,43,interp,0,5,
34,2.65,-3.2357142857142858,0.064,1.5707963267948966,0.0,0.0,240.29776129240327,mars_10.exr_preview.png,4,43,interp,0,6,
35,2.65,-4.75,0.064,1.5707963267948966,0.0,0.0,163.50329622682122,hazy_mountains_70.exr_preview.png,5,-1,self,-1,-1,
36,2.65,-4.735714285714286,0.064,1.5707963267948966,0.0,0.0,216.42545658970283,cloudy_10.exr_preview.png,5,52,interp,0,1,
37,2.65,-4.7214285714285715,0.064,1.5707963267948966,0.0,0.0,102.2784572925435,cloudy_70.exr_preview.png,5,52,interp,0,2,
38,2.65,-4.707142857142857,0.064,1.5707963267948966,0.0,0.0,47.20140326711325,above_ocean_10.exr_preview.png,5,52,interp,0,3,
39,2.65,-4.692857142857143,0.064,1.5707963267948966,0.0,0.0,57.37666690170424,mars_70.exr_preview.png,5,52,interp,0,4,
40,2.65,-4.678571428571429,0.064,1.5707963267948966,0.0,0.0,346.2052668417951,mars_70.exr_preview.png,5,52,interp,0,5,
41,2.65,-4.664285714285715,0.064,1.5707963267948966,0.0,0.0,24.12019464796357,cirrus_10.exr_preview.png,5,52,interp,0,6,
42,2.35,-4.85,0.064,1.5707963267948966,0.0,0.0,46.1876633877735,empty_5.exr_preview.png,6,-1,self,-1,-1,
43,2.335714285714286,-4.85,0.064,1.5707963267948966,0.0,0.0,139.6240612648243,empty_70.exr_preview.png,6,64,interp,0,1,
44,2.3214285714285716,-4.85,0.064,1.5707963267948966,0.0,0.0,194.0086292525301,cirrus_70.exr_preview.png,6,64,interp,0,2,
45,2.3071428571428574,-4.85,0.064,1.5707963267948966,0.0,0.0,213.62344052356107,cumulus_10.exr_preview.png,6,64,interp,0,3,
46,2.2928571428571427,-4.85,0.064,1.5707963267948966,0.0,0.0,126.17032611917293,clear_mountains_70.exr_preview.png,6,64,interp,0,4,
47,2.2785714285714285,-4.85,0.064,1.5707963267948966,0.0,0.0,276.45029808274097,clear_10.exr_preview.png,6,64,interp,0,5,
48,2.2642857142857142,-4.85,0.064,1.5707963267948966,0.0,0.0,102.24677599801198,snowy_mountains_30.exr_preview.png,6,64,interp,0,6,
49,2.15,-4.95,0.064,1.5707963267948966,0.0,0.0,37.595083604700015,clear_10.exr_preview.png,7,-1,self,-1,-1,
50,2.15,-4.935714285714286,0.064,1.5707963267948966,0.0,0.0,273.2221658554103,cumulus_70.exr_preview.png,7,141,interp,0,1,
51,2.15,-4.921428571428572,0.064,1.5707963267948966,0.0,0.0,56.450821441863525,clear_10.exr_preview.png,7,141,interp,0,2,
52,2.15,-4.9071428571428575,0.064,1.5707963267948966,0.0,0.0,151.2608686984587,cumulus_10.exr_preview.png,7,141,interp,0,3,
53,2.15,-4.892857142857142,0.064,1.5707963267948966,0.0,0.0,84.10207989107492,cloudy_10.exr_preview.png,7,141,interp,0,4,
54,2.15,-4.878571428571428,0.064,1.5707963267948966,0.0,0.0,160.93529257185634,empty_5.exr_preview.png,7,141,interp,0,5,
55,2.15,-4.864285714285714,0.064,1.5707963267948966,0.0,0.0,21.656331275461767,snowy_mountains_30.exr_preview.png,7,141,interp,0,6,
56,1.45,-1.35,0.064,1.5707963267948966,0.0,0.0,20.100787910956065,snowy_mountains_30.exr_preview.png,8,-1,self,-1,-1,
57,1.4642857142857142,-1.35,0.064,1.5707963267948966,0.0,0.0,155.17486583218235,altocumulus_70.exr_preview.png,8,146,interp,0,1,
58,1.4785714285714286,-1.35,0.064,1.5707963267948966,0.0,0.0,337.4623892599423,mars_70.exr_preview.png,8,146,interp,0,2,
59,1.4928571428571429,-1.35,0.064,1.5707963267948966,0.0,0.0,106.04362718010688,cloudy_70.exr_preview.png,8,146,interp,0,3,
60,1.5071428571428571,-1.35,0.064,1.5707963267948966,0.0,0.0,92.78743488539908,empty_5.exr_preview.png,8,146,interp,0,4,
61,1.5214285714285714,-1.35,0.064,1.5707963267948966,0.0,0.0,27.691079396682344,cumulus_10.exr_preview.png,8,146,interp,0,5,
62,1.5357142857142858,-1.35,0.064,1.5707963267948966,0.0,0.0,280.0729154585289,clear_mountains_70.exr_preview.png,8,146,interp,0,6,
63,1.25,-1.95,0.064,1.5707963267948966,0.0,0.0,211.39353648946073,cloudy_70.exr_preview.png,9,-1,self,-1,-1,
64,1.25,-1.9642857142857142,0.064,1.5707963267948966,0.0,0.0,74.26046523989517,altocumulus_70.exr_preview.png,9,116,interp,0,1,
65,1.25,-1.9785714285714284,0.064,1.5707963267948966,0.0,0.0,292.4592944597458,mars_10.exr_preview.png,9,116,interp,0,2,
66,1.25,-1.9928571428571427,0.064,1.5707963267948966,0.0,0.0,10.332752562099579,altocumulus_70.exr_preview.png,9,116,interp,0,3,
67,1.25,-2.007142857142857,0.064,1.5707963267948966,0.0,0.0,106.02474228137646,Hazy_mountains_10.exr_preview.png,9,116,interp,0,4,
68,1.25,-2.0214285714285714,0.064,1.5707963267948966,0.0,0.0,209.63175730909182,above_ocean_10.exr_preview.png,9,116,interp,0,5,
69,1.25,-2.0357142857142856,0.064,1.5707963267948966,0.0,0.0,111.95453660361704,snowy_mountains_30.exr_preview.png,9,116,interp,0,6,
70,1.15,-3.35,0.064,1.5707963267948966,0.0,0.0,259.17329143862395,altocumulus_10.exr_preview.png,10,-1,self,-1,-1,
71,1.1642857142857141,-3.35,0.064,1.5707963267948966,0.0,0.0,19.68882088058195,empty_5.exr_preview.png,10,153,interp,0,1,
72,1.1785714285714286,-3.35,0.064,1.5707963267948966,0.0,0.0,136.6012552058648,cloudy_10.exr_preview.png,10,153,interp,0,2,
73,1.1928571428571428,-3.35,0.064,1.5707963267948966,0.0,0.0,139.1388899724444,clear_10.exr_preview.png,10,153,interp,0,3,
74,1.207142857142857,-3.35,0.064,1.5707963267948966,0.0,0.0,131.7657589835137,above_ocean_10.exr_preview.png,10,153,interp,0,4,
75,1.2214285714285713,-3.35,0.064,1.5707963267948966,0.0,0.0,132.6596743151477,cumulus_10.exr_preview.png,10,153,interp,0,5,
76,1.2357142857142858,-3.35,0.064,1.5707963267948966,0.0,0.0,34.79855108578096,empty_10.exr_preview.png,10,153,interp,0,6,
77,4.55,-4.25,0.064,1.5707963267948966,0.0,0.0,326.4188034258079,hazy_mountains_70.exr_preview.png,11,-1,self,-1,-1,
78,4.535714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,317.959515277401,snowy_mountains_10.exr_preview.png,11,12,interp,0,1,
79,4.521428571428571,-4.25,0.064,1.5707963267948966,0.0,0.0,236.25623471601367,clear_mountains_10.exr_preview.png,11,12,interp,0,2,
80,4.507142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,303.6759265310128,cirrus_70.exr_preview.png,11,12,interp,0,3,
81,4.492857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,115.6137896304739,cirrus_10.exr_preview.png,11,12,interp,0,4,
82,4.478571428571429,-4.25,0.064,1.5707963267948966,0.0,0.0,201.52231039803513,cumulus_10.exr_preview.png,11,12,interp,0,5,
83,4.464285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,170.26476647990296,above_ocean_10.exr_preview.png,11,12,interp,0,6,
84,4.45,-4.25,0.064,1.5707963267948966,0.0,0.0,22.38832916936707,cloudy_10.exr_preview.png,12,-1,self,-1,-1,
85,4.435714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,45.705076487501316,clear_mountains_70.exr_preview.png,12,13,interp,0,1,
86,4.421428571428572,-4.25,0.064,1.5707963267948966,0.0,0.0,344.1433633049982,cumulus_10.exr_preview.png,12,13,interp,0,2,
87,4.4071428571428575,-4.25,0.064,1.5707963267948966,0.0,0.0,273.44789535751056,snowy_mountains_30.exr_preview.png,12,13,interp,0,3,
88,4.392857142857142,-4.25,0.064,1.5707963267948966,0.0,0.0,145.51211811061233,hazy_mountains_70.exr_preview.png,12,13,interp,0,4,
89,4.378571428571428,-4.25,0.064,1.5707963267948966,0.0,0.0,243.25784040228342,empty_70.exr_preview.png,12,13,interp,0,5,
90,4.364285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,149.14820820376283,empty_10.exr_preview.png,12,13,interp,0,6,
91,4.35,-4.25,0.064,1.5707963267948966,0.0,0.0,82.78237839042063,cirrus_70.exr_preview.png,13,-1,self,-1,-1,
92,4.335714285714285,-4.25,0.064,1.5707963267948966,0.0,0.0,332.21809781711215,snowy_mountains_30.exr_preview.png,13,14,interp,0,1,
93,4.321428571428571,-4.25,0.064,1.5707963267948966,0.0,0.0,220.59268028020128,clear_70.exr_preview.png,13,14,interp,0,2,
94,4.307142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,352.5796415876248,snowy_mountains_30.exr_preview.png,13,14,interp,0,3,
95,4.292857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,334.9702606553119,clear_10.exr_preview.png,13,14,interp,0,4,
96,4.2785714285714285,-4.25,0.064,1.5707963267948966,0.0,0.0,156.29155058220422,Hazy_mountains_10.exr_preview.png,13,14,interp,0,5,
97,4.264285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,35.2465822346553,hazy_mountains_70.exr_preview.png,13,14,interp,0,6,
98,4.25,-4.25,0.064,1.5707963267948966,0.0,0.0,275.7998045592937,above_ocean_70.exr_preview.png,14,-1,self,-1,-1,
99,4.235714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,58.968511294019784,cirrus_70.exr_preview.png,14,15,interp,0,1,
100,4.2214285714285715,-4.25,0.064,1.5707963267948966,0.0,0.0,278.29057037263686,above_ocean_10.exr_preview.png,14,15,interp,0,2,
101,4.207142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,144.77478208692997,empty_70.exr_preview.png,14,15,interp,0,3,
102,4.192857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,353.1255842345033,empty_5.exr_preview.png,14,15,interp,0,4,
103,4.178571428571429,-4.25,0.064,1.5707963267948966,0.0,0.0,221.94721059675578,cumulus_70.exr_preview.png,14,15,interp,0,5,
104,4.164285714285715,-4.25,0.064,1.5707963267948966,0.0,0.0,269.3624188082977,altocumulus_70.exr_preview.png,14,15,interp,0,6,
105,4.15,-4.25,0.064,1.5707963267948966,0.0,0.0,2.1718534690968694,mars_70.exr_preview.png,15,-1,self,-1,-1,
106,4.135714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,271.4687923435577,empty_5.exr_preview.png,15,16,interp,0,1,
107,4.121428571428572,-4.25,0.064,1.5707963267948966,0.0,0.0,359.99739534931985,altocumulus_70.exr_preview.png,15,16,interp,0,2,
108,4.107142857142858,-4.25,0.064,1.5707963267948966,0.0,0.0,118.46028511907127,hazy_mountains_70.exr_preview.png,15,16,interp,0,3,
109,4.0928571428571425,-4.25,0.064,1.5707963267948966,0.0,0.0,150.7120380616373,Hazy_mountains_10.exr_preview.png,15,16,interp,0,4,
110,4.078571428571428,-4.25,0.064,1.5707963267948966,0.0,0.0,227.9389818791392,clear_70.exr_preview.png,15,16,interp,0,5,
111,4.064285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,37.096553935052164,clear_mountains_10.exr_preview.png,15,16,interp,0,6,
112,4.05,-4.25,0.064,1.5707963267948966,0.0,0.0,284.9071857514868,cirrus_70.exr_preview.png,16,-1,self,-1,-1,
113,4.035714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,295.4131240167496,cirrus_70.exr_preview.png,16,17,interp,0,1,
114,4.021428571428571,-4.25,0.064,1.5707963267948966,0.0,0.0,196.0012295489179,empty_10.exr_preview.png,16,17,interp,0,2,
115,4.007142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,62.57573977468414,mars_70.exr_preview.png,16,17,interp,0,3,
116,3.992857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,150.66014291260583,cumulus_10.exr_preview.png,16,17,interp,0,4,
117,3.9785714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,251.25404313153183,hazy_mountains_70.exr_preview.png,16,17,interp,0,5,
118,3.9642857142857144,-4.25,0.064,1.5707963267948966,0.0,0.0,260.9285124834608,clear_mountains_70.exr_preview.png,16,17,interp,0,6,
119,3.95,-4.25,0.064,1.5707963267948966,0.0,0.0,340.5295939063722,cirrus_70.exr_preview.png,17,-1,self,-1,-1,
120,3.935714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,258.223747556281,clear_mountains_70.exr_preview.png,17,18,interp,0,1,
121,3.9214285714285717,-4.25,0.064,1.5707963267948966,0.0,0.0,265.7998750923377,mars_10.exr_preview.png,17,18,interp,0,2,
122,3.9071428571428575,-4.25,0.064,1.5707963267948966,0.0,0.0,196.69336804202098,clear_mountains_10.exr_preview.png,17,18,interp,0,3,
123,3.892857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,62.147876915895125,cirrus_10.exr_preview.png,17,18,interp,0,4,
124,3.8785714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,293.88624877633555,altocumulus_10.exr_preview.png,17,18,interp,0,5,
125,3.8642857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,28.283810611908912,clear_mountains_10.exr_preview.png,17,18,interp,0,6,
126,3.85,-4.25,0.064,1.5707963267948966,0.0,0.0,33.0493517480604,snowy_mountains_10.exr_preview.png,18,-1,self,-1,-1,
127,3.835714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,284.0897047965357,cumulus_70.exr_preview.png,18,19,interp,0,1,
128,3.8214285714285716,-4.25,0.064,1.5707963267948966,0.0,0.0,51.234067599347874,cloudy_10.exr_preview.png,18,19,interp,0,2,
129,3.8071428571428574,-4.25,0.064,1.5707963267948966,0.0,0.0,75.12615932782117,empty_10.exr_preview.png,18,19,interp,0,3,
130,3.7928571428571427,-4.25,0.064,1.5707963267948966,0.0,0.0,332.98167460900186,mars_10.exr_preview.png,18,19,interp,0,4,
131,3.7785714285714285,-4.25,0.064,1.5707963267948966,0.0,0.0,300.1425681338864,Hazy_mountains_10.exr_preview.png,18,19,interp,0,5,
132,3.7642857142857142,-4.25,0.064,1.5707963267948966,0.0,0.0,109.22205021112748,snowy_mountains_10.exr_preview.png,18,19,interp,0,6,
133,3.75,-4.25,0.064,1.5707963267948966,0.0,0.0,48.20833420690918,clear_10.exr_preview.png,19,-1,self,-1,-1,
134,3.7357142857142858,-4.25,0.064,1.5707963267948966,0.0,0.0,338.8609102118871,hazy_mountains_70.exr_preview.png,19,20,interp,0,1,
135,3.7214285714285715,-4.25,0.064,1.5707963267948966,0.0,0.0,218.68353807412984,cirrus_70.exr_preview.png,19,20,interp,0,2,
136,3.7071428571428573,-4.25,0.064,1.5707963267948966,0.0,0.0,35.4477355775193,cirrus_10.exr_preview.png,19,20,interp,0,3,
137,3.6928571428571426,-4.25,0.064,1.5707963267948966,0.0,0.0,186.32074731558913,cumulus_70.exr_preview.png,19,20,interp,0,4,
138,3.6785714285714284,-4.25,0.064,1.5707963267948966,0.0,0.0,189.00460603675708,cloudy_10.exr_preview.png,19,20,interp,0,5,
139,3.664285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,16.987419979767978,empty_5.exr_preview.png,19,20,interp,0,6,
140,3.65,-4.25,0.064,1.5707963267948966,0.0,0.0,59.282082194076985,cloudy_10.exr_preview.png,20,-1,self,-1,-1,
141,3.6357142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,358.62729086743286,cloudy_10.exr_preview.png,20,21,interp,0,1,
142,3.6214285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,186.9850993111142,cumulus_10.exr_preview.png,20,21,interp,0,2,
143,3.607142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,84.47563767981461,clear_70.exr_preview.png,20,21,interp,0,3,
144,3.5928571428571425,-4.25,0.064,1.5707963267948966,0.0,0.0,13.503550879276887,clear_mountains_10.exr_preview.png,20,21,interp,0,4,
145,3.5785714285714283,-4.25,0.064,1.5707963267948966,0.0,0.0,72.88990604521084,snowy_mountains_30.exr_preview.png,20,21,interp,0,5,
146,3.564285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,277.43856946580314,empty_10.exr_preview.png,20,21,interp,0,6,
147,3.55,-4.25,0.064,1.5707963267948966,0.0,0.0,335.76258114391266,cirrus_10.exr_preview.png,21,-1,self,-1,-1,
148,3.5357142857142856,-4.25,0.064,1.5707963267948966,0.0,0.0,257.24081207501024,mars_70.exr_preview.png,21,127,interp,0,1,
149,3.5214285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,52.720595268186,cloudy_70.exr_preview.png,21,127,interp,0,2,
150,3.507142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,212.49467125517648,mars_10.exr_preview.png,21,127,interp,0,3,
151,3.492857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,149.26446843188452,empty_70.exr_preview.png,21,127,interp,0,4,
152,3.4785714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,125.49990238111809,above_ocean_10.exr_preview.png,21,127,interp,0,5,
153,3.4642857142857144,-4.25,0.064,1.5707963267948966,0.0,0.0,216.27920322483203,snowy_mountains_30.exr_preview.png,21,127,interp,0,6,
154,3.45,-4.35,0.064,1.5707963267948966,0.0,0.0,272.12951810363876,snowy_mountains_10.exr_preview.png,22,-1,self,-1,-1,
155,3.45,-4.335714285714285,0.064,1.5707963267948966,0.0,0.0,113.3248874121441,mars_70.exr_preview.png,22,127,interp,0,1,
156,3.45,-4.321428571428571,0.064,1.5707963267948966,0.0,0.0,259.6717140594007,altocumulus_70.exr_preview.png,22,127,interp,0,2,
157,3.45,-4.307142857142857,0.064,1.5707963267948966,0.0,0.0,75.15285576436166,snowy_mountains_30.exr_preview.png,22,127,interp,0,3,
158,3.45,-4.292857142857143,0.064,1.5707963267948966,0.0,0.0,227.7779037510168,above_ocean_10.exr_preview.png,22,127,interp,0,4,
159,3.45,-4.2785714285714285,0.064,1.5707963267948966,0.0,0.0,49.29457011186747,hazy_mountains_70.exr_preview.png,22,127,interp,0,5,
160,3.45,-4.264285714285714,0.064,1.5707963267948966,0.0,0.0,275.26189999500804,hazy_mountains_70.exr_preview.png,22,127,interp,0,6,
161,3.45,-4.364285714285714,0.064,1.5707963267948966,0.0,0.0,294.561886699568,Hazy_mountains_10.exr_preview.png,22,128,interp,1,1,
162,3.45,-4.378571428571428,0.064,1.5707963267948966,0.0,0.0,251.57709787394927,mars_10.exr_preview.png,22,128,interp,1,2,
163,3.45,-4.392857142857142,0.064,1.5707963267948966,0.0,0.0,194.1575195562229,altocumulus_70.exr_preview.png,22,128,interp,1,3,
164,3.45,-4.4071428571428575,0.064,1.5707963267948966,0.0,0.0,4.786485245634973,above_ocean_10.exr_preview.png,22,128,interp,1,4,
165,3.45,-4.421428571428572,0.064,1.5707963267948966,0.0,0.0,234.238075175836,snowy_mountains_10.exr_preview.png,22,128,interp,1,5,
166,3.45,-4.435714285714286,0.064,1.5707963267948966,0.0,0.0,313.87341123442167,cirrus_10.exr_preview.png,22,128,interp,1,6,
167,3.45,-4.55,0.064,1.5707963267948966,0.0,0.0,232.4092110748052,clear_10.exr_preview.png,23,-1,self,-1,-1,
168,3.45,-4.564285714285714,0.064,1.5707963267948966,0.0,0.0,255.42157531765318,mars_70.exr_preview.png,23,24,interp,0,1,
169,3.45,-4.578571428571428,0.064,1.5707963267948966,0.0,0.0,129.5637484832823,Hazy_mountains_10.exr_preview.png,23,24,interp,0,2,
170,3.45,-4.5928571428571425,0.064,1.5707963267948966,0.0,0.0,78.97099816418978,above_ocean_70.exr_preview.png,23,24,interp,0,3,
171,3.45,-4.607142857142858,0.064,1.5707963267948966,0.0,0.0,306.55530143473715,clear_70.exr_preview.png,23,24,interp,0,4,
172,3.45,-4.621428571428572,0.064,1.5707963267948966,0.0,0.0,254.22757674335745,clear_mountains_10.exr_preview.png,23,24,interp,0,5,
173,3.45,-4.635714285714286,0.064,1.5707963267948966,0.0,0.0,157.33502045213766,above_ocean_10.exr_preview.png,23,24,interp,0,6,
174,3.45,-4.535714285714286,0.064,1.5707963267948966,0.0,0.0,65.90005280941007,snowy_mountains_30.exr_preview.png,23,128,interp,1,1,
175,3.45,-4.521428571428571,0.064,1.5707963267948966,0.0,0.0,149.6000098848453,above_ocean_10.exr_preview.png,23,128,interp,1,2,
176,3.45,-4.507142857142857,0.064,1.5707963267948966,0.0,0.0,359.6423915009898,altocumulus_10.exr_preview.png,23,128,interp,1,3,
177,3.45,-4.492857142857143,0.064,1.5707963267948966,0.0,0.0,103.71151885174962,empty_70.exr_preview.png,23,128,interp,1,4,
178,3.45,-4.478571428571429,0.064,1.5707963267948966,0.0,0.0,71.7735351165299,snowy_mountains_30.exr_preview.png,23,128,interp,1,5,
179,3.45,-4.464285714285714,0.064,1.5707963267948966,0.0,0.0,25.529937461868673,snowy_mountains_10.exr_preview.png,23,128,interp,1,6,
180,3.45,-4.65,0.064,1.5707963267948966,0.0,0.0,278.891754194478,cirrus_70.exr_preview.png,24,-1,self,-1,-1,
181,3.45,-4.664285714285715,0.064,1.5707963267948966,0.0,0.0,51.43909094884175,empty_5.exr_preview.png,24,25,interp,0,1,
182,3.45,-4.678571428571429,0.064,1.5707963267948966,0.0,0.0,154.35024293839243,mars_10.exr_preview.png,24,25,interp,0,2,
183,3.45,-4.692857142857143,0.064,1.5707963267948966,0.0,0.0,213.89130644401058,empty_70.exr_preview.png,24,25,interp,0,3,
184,3.45,-4.707142857142857,0.064,1.5707963267948966,0.0,0.0,31.995658067454464,cumulus_70.exr_preview.png,24,25,interp,0,4,
185,3.45,-4.7214285714285715,0.064,1.5707963267948966,0.0,0.0,208.7001685369062,cumulus_70.exr_preview.png,24,25,interp,0,5,
186,3.45,-4.735714285714286,0.064,1.5707963267948966,0.0,0.0,68.80861225445611,empty_5.exr_preview.png,24,25,interp,0,6,
187,3.45,-4.75,0.064,1.5707963267948966,0.0,0.0,344.5511916284173,mars_70.exr_preview.png,25,-1,self,-1,-1,
188,3.45,-4.764285714285714,0.064,1.5707963267948966,0.0,0.0,72.13750945858727,cirrus_10.exr_preview.png,25,26,interp,0,1,
189,3.45,-4.7785714285714285,0.064,1.5707963267948966,0.0,0.0,129.01340116511076,empty_5.exr_preview.png,25,26,interp,0,2,
190,3.45,-4.792857142857143,0.064,1.5707963267948966,0.0,0.0,273.4771972911873,cirrus_70.exr_preview.png,25,26,interp,0,3,
191,3.45,-4.807142857142857,0.064,1.5707963267948966,0.0,0.0,253.2682292894557,empty_70.exr_preview.png,25,26,interp,0,4,
192,3.45,-4.821428571428571,0.064,1.5707963267948966,0.0,0.0,225.57688229528785,empty_10.exr_preview.png,25,26,interp,0,5,
193,3.45,-4.835714285714285,0.064,1.5707963267948966,0.0,0.0,220.55285881174675,cumulus_70.exr_preview.png,25,26,interp,0,6,
